file,sheet,row,field,raw_value,reason
2526Leads,2526Leads,2,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,2,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,5,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,7,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,8,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,9,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,10,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,11,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,12,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,18,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,19,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,21,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,24,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,25,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,26,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,29,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,30,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,31,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,42,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,45,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,47,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,51,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,52,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,53,origin,Ma'am,Ambiguous / unrecognized source
2526Leads,2526Leads,55,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,59,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,61,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,62,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,63,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,64,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,65,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,66,course,DA with AI,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,67,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,68,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,70,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,71,course,Data Anlystics,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,72,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,73,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,75,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,76,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,77,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,79,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,81,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,82,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,83,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,88,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,90,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,92,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,93,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,99,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,100,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,101,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,102,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,103,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,105,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,107,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,108,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,110,course,Full Stack.,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,111,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,112,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,116,course,Data Anakytics,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,117,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,118,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,122,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,127,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,129,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,131,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,132,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,133,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,134,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,135,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,137,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,140,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,143,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,144,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,145,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,147,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,148,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,150,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,151,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,153,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,154,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,155,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,156,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,157,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,161,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,163,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,164,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,167,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,168,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,169,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,172,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,173,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,178,course,Dat Analytics,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,181,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,190,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,193,lead_state,Hold,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,195,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,196,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,198,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,199,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,202,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,205,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,214,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,214,origin,nan,Ambiguous / unrecognized source
2526Leads,2526Leads,214,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,216,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,219,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,227,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,227,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,228,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,229,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,231,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,232,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,234,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,236,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,237,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,244,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,248,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,249,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,250,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,252,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,253,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,255,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,256,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,259,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,260,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,265,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,265,origin,nan,Ambiguous / unrecognized source
2526Leads,2526Leads,265,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,269,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,273,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,274,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,275,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,276,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,280,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,282,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,283,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,284,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,285,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,290,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,291,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,292,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,293,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,296,course,Data Anlytics,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,299,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,301,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,306,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,307,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,308,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,309,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,310,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,311,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,313,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,314,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,315,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,319,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,321,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,322,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,323,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,326,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,327,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,327,origin,nan,Ambiguous / unrecognized source
2526Leads,2526Leads,327,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,328,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,329,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,330,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,331,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,332,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,333,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,334,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,335,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,336,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,338,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,339,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,341,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,342,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,343,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,344,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,347,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,348,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,349,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,350,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,351,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,352,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,353,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,354,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,356,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,359,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,360,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,361,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,362,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,363,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,364,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,365,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,366,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,370,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,371,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,372,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,373,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,374,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,375,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,376,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,377,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,378,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,379,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,382,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,383,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,385,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,388,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,393,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,394,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,404,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,413,lead_state,Closed,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,419,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,419,lead_state,Closed,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,422,lead_state,Closed,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,423,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,423,lead_state,Closed,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,424,lead_state,Closed,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,425,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,426,lead_state,Closed,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,427,lead_state,Closed,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,428,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,429,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,431,lead_state,Closed,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,435,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,436,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,437,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,438,lead_state,Closed,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,439,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,440,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,440,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,441,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,441,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,442,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,443,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,444,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,445,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,446,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,447,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,448,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,448,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,449,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,449,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,450,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,450,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,451,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,451,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,452,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,452,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,454,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,454,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,455,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,455,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,456,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,456,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,458,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,460,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,463,lead_state,Hold,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,464,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,465,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,465,lead_state,Closed,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,466,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,466,lead_state,Hold,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,467,lead_state,DONE,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,468,lead_state,DONE,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,469,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,469,lead_state,Hold,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,470,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,470,lead_state,Open,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,473,lead_state,HOLD,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,474,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,475,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,476,origin,nan,Ambiguous / unrecognized source
2526Leads,2526Leads,476,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,480,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,481,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,481,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,482,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,483,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,483,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,485,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,486,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,486,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,487,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,487,origin,nan,Ambiguous / unrecognized source
2526Leads,2526Leads,487,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,491,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,493,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,495,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,495,origin,nan,Ambiguous / unrecognized source
2526Leads,2526Leads,495,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,496,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,496,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,501,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,501,lead_state,HOLD,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,502,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,502,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,503,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,507,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,507,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,508,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,509,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,509,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,510,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,511,lead_state,DONE,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,512,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,512,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,513,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,513,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,514,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,514,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,515,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,515,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,516,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,516,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,517,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,517,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,518,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,518,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,519,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,520,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,520,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,521,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,522,lead_state,HOLD,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,523,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,524,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,524,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,525,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,525,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,526,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,527,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,528,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,528,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,529,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,529,origin,nan,Ambiguous / unrecognized source
2526Leads,2526Leads,529,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,530,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,531,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,532,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,532,lead_state,HOLD,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,533,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,533,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,534,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,534,origin,nan,Ambiguous / unrecognized source
2526Leads,2526Leads,534,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,535,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,535,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,536,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,538,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,538,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,539,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,540,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,540,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,541,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,542,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,542,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,543,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,543,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,544,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,544,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,545,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,546,lead_state,HOLD,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,547,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,547,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,548,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,548,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,549,lead_state,CLOSED,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,550,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,550,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,551,course,nan,Unrecognized course spelling — kept as typed
