file,sheet,row,field,raw_value,reason
2526Leads,2526Leads,551,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,552,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,552,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,553,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,553,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,554,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,555,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,555,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,556,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,557,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,557,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,558,course,nan,Unrecognized course spelling — kept as typed
2526Leads,2526Leads,558,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,559,lead_state,OPEN,Could not map to Hot/Warm/Cold
2526Leads,2526Leads,560,origin,nan,Ambiguous / unrecognized source
2526Leads,2526Leads,560,lead_state,OPEN,Could not map to Hot/Warm/Cold
June-July,June-July,2,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,3,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,4,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,5,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,6,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,7,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,8,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,9,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,10,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,11,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,12,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,13,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,15,course,-,Unrecognized course spelling — kept as typed
June-July,June-July,16,course,Pyhon Programming ,Unrecognized course spelling — kept as typed
June-July,June-July,17,course,-,Unrecognized course spelling — kept as typed
June-July,June-July,18,course,-,Unrecognized course spelling — kept as typed
June-July,June-July,19,course,-,Unrecognized course spelling — kept as typed
June-July,June-July,20,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,21,course,-,Unrecognized course spelling — kept as typed
June-July,June-July,22,course,-,Unrecognized course spelling — kept as typed
June-July,June-July,23,course,-,Unrecognized course spelling — kept as typed
June-July,June-July,24,course,-,Unrecognized course spelling — kept as typed
June-July,June-July,40,course,Python programming,Unrecognized course spelling — kept as typed
June-July,June-July,41,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,42,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,43,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,44,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,46,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,47,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,49,course,Advance AI ,Unrecognized course spelling — kept as typed
June-July,June-July,55,course,AI & Machine Learning,Unrecognized course spelling — kept as typed
June-July,June-July,67,course,AI & Machine Learning,Unrecognized course spelling — kept as typed
June-July,June-July,72,course,AI & Machine Learning,Unrecognized course spelling — kept as typed
June-July,June-July,74,course,Java+ full stack ,Unrecognized course spelling — kept as typed
June-July,June-July,75,course,Java+ full stack ,Unrecognized course spelling — kept as typed
June-July,June-July,76,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,77,course,ai_&_machine_learning,Unrecognized course spelling — kept as typed
June-July,June-July,78,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,79,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,80,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,81,course,ai_&_machine_learning,Unrecognized course spelling — kept as typed
June-July,June-July,82,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,83,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,84,course,python_programming,Unrecognized course spelling — kept as typed
June-July,June-July,85,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,86,course,ai_&_machine_learning,Unrecognized course spelling — kept as typed
June-July,June-July,87,course,python_programming,Unrecognized course spelling — kept as typed
June-July,June-July,88,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,89,course,ai_&_machine_learning,Unrecognized course spelling — kept as typed
June-July,June-July,90,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,91,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,92,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,93,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,95,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,98,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,99,course,data_science,Unrecognized course spelling — kept as typed
June-July,June-July,100,course,AI & Machine Learning,Unrecognized course spelling — kept as typed
June-July,June-July,101,course,python_programming,Unrecognized course spelling — kept as typed
June-July,June-July,102,course,not_sure_(need_career_guidance),Unrecognized course spelling — kept as typed
June-July,June-July,103,course,not_sure_(need_career_guidance),Unrecognized course spelling — kept as typed
June-July,June-July,104,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,105,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,106,course,data_analytics,Unrecognized course spelling — kept as typed
June-July,June-July,108,course,(ai)_&_machine_learning,Unrecognized course spelling — kept as typed
June-July,June-July,109,course,Data_science,Unrecognized course spelling — kept as typed
June-July,June-July,115,course,DA & DM ,Unrecognized course spelling — kept as typed
June-July,June-July,118,course,course not decided,Unrecognized course spelling — kept as typed
June-July,June-July,119,course,AI+ Excel,Unrecognized course spelling — kept as typed
June-July,June-July,120,course,Data Science + AI,Unrecognized course spelling — kept as typed
June-July,June-July,121,course,not_sure_(need_career_guidance),Unrecognized course spelling — kept as typed
June-July,June-July,122,course,-,Unrecognized course spelling — kept as typed
June-July,June-July,123,course,course not decided,Unrecognized course spelling — kept as typed
June-July,June-July,125,course,-,Unrecognized course spelling — kept as typed
June-July,June-July,126,course,-,Unrecognized course spelling — kept as typed
June-July,June-July,129,course,-,Unrecognized course spelling — kept as typed
